norm_group,score,raw,ss,CI90,CI95,percentile,desc_range,risk
grade,eddiw,709,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
grade,eddiw,710,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
grade,eddiw,711,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
grade,eddiw,712,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
grade,eddiw,713,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
grade,eddiw,714,84,81 - 87,80 - 88,14,Below Average,High Probability of Dyslexia
grade,eddiw,715,84,81 - 87,80 - 88,14,Below Average,High Probability of Dyslexia
grade,eddiw,716,84,81 - 87,80 - 88,14,Below Average,High Probability of Dyslexia
grade,eddiw,717,84,81 - 87,80 - 88,14,Below Average,High Probability of Dyslexia
grade,eddiw,718,84,81 - 87,80 - 88,14,Below Average,High Probability of Dyslexia
grade,eddiw,719,84,81 - 87,80 - 88,14,Below Average,High Probability of Dyslexia
grade,eddiw,720,84,81 - 87,80 - 88,14,Below Average,High Probability of Dyslexia
grade,eddiw,721,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
grade,eddiw,722,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
grade,eddiw,723,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
grade,eddiw,724,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
grade,eddiw,725,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
grade,eddiw,726,86,83 - 89,82 - 90,18,Below Average,High Probability of Dyslexia
grade,eddiw,727,86,83 - 89,82 - 90,18,Below Average,High Probability of Dyslexia
grade,eddiw,728,86,83 - 89,82 - 90,18,Below Average,High Probability of Dyslexia
grade,eddiw,729,86,83 - 89,82 - 90,18,Below Average,High Probability of Dyslexia
grade,eddiw,730,86,83 - 89,82 - 90,18,Below Average,High Probability of Dyslexia
grade,eddiw,731,86,83 - 89,82 - 90,18,Below Average,High Probability of Dyslexia
grade,eddiw,732,87,84 - 90,83 - 91,19,Below Average,High Probability of Dyslexia
grade,eddiw,733,87,84 - 90,83 - 91,19,Below Average,High Probability of Dyslexia
grade,eddiw,734,87,84 - 90,83 - 91,19,Below Average,High Probability of Dyslexia
grade,eddiw,735,87,84 - 90,83 - 91,19,Below Average,High Probability of Dyslexia
grade,eddiw,736,87,84 - 90,83 - 91,19,Below Average,High Probability of Dyslexia
grade,eddiw,737,87,84 - 90,83 - 91,19,Below Average,High Probability of Dyslexia
grade,eddiw,738,88,85 - 91,84 - 92,21,Below Average,High Probability of Dyslexia
grade,eddiw,739,88,85 - 91,84 - 92,21,Below Average,High Probability of Dyslexia
grade,eddiw,740,88,85 - 91,84 - 92,21,Below Average,High Probability of Dyslexia
grade,eddiw,741,88,85 - 91,84 - 92,21,Below Average,High Probability of Dyslexia
grade,eddiw,742,88,85 - 91,84 - 92,21,Below Average,High Probability of Dyslexia
grade,eddiw,743,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
grade,eddiw,744,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
grade,eddiw,745,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
grade,eddiw,746,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
grade,eddiw,747,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
grade,eddiw,748,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
grade,eddiw,749,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,750,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,751,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,752,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,753,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,754,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,755,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,756,91,88 - 94,87 - 95,27,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,757,91,88 - 94,87 - 95,27,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,758,91,88 - 94,87 - 95,27,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,759,91,88 - 94,87 - 95,27,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,760,91,88 - 94,87 - 95,27,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,761,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,762,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,763,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,764,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,765,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,766,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,767,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,768,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,769,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,770,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,771,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,772,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,773,94,91 - 97,90 - 98,34,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,774,94,91 - 97,90 - 98,34,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,775,94,91 - 97,90 - 98,34,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,776,94,91 - 97,90 - 98,34,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,777,94,91 - 97,90 - 98,34,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,778,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,779,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,780,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,781,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,782,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,783,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,784,96,93 - 99,92 - 100,39,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,785,96,93 - 99,92 - 100,39,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,786,96,93 - 99,92 - 100,39,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,787,96,93 - 99,92 - 100,39,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,788,96,93 - 99,92 - 100,39,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,789,96,93 - 99,92 - 100,39,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,790,96,93 - 99,92 - 100,39,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,791,96,93 - 99,92 - 100,39,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,792,96,93 - 99,92 - 100,39,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,793,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,794,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,795,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,796,98,95 - 101,94 - 102,45,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,797,98,95 - 101,94 - 102,45,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,798,98,95 - 101,94 - 102,45,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,799,98,95 - 101,94 - 102,45,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,800,98,95 - 101,94 - 102,45,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,801,99,96 - 102,95 - 103,47,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,802,99,96 - 102,95 - 103,47,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,803,99,96 - 102,95 - 103,47,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,804,99,96 - 102,95 - 103,47,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,805,99,96 - 102,95 - 103,47,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,806,99,96 - 102,95 - 103,47,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,807,100,97 - 103,96 - 104,50,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,808,100,97 - 103,96 - 104,50,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,809,100,97 - 103,96 - 104,50,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,810,100,97 - 103,96 - 104,50,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,811,100,97 - 103,96 - 104,50,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,812,100,97 - 103,96 - 104,50,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,813,100,97 - 103,96 - 104,50,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,814,101,98 - 104,97 - 105,53,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,815,101,98 - 104,97 - 105,53,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,816,101,98 - 104,97 - 105,53,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,817,101,98 - 104,97 - 105,53,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,818,101,98 - 104,97 - 105,53,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,819,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,820,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,821,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,822,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,823,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,824,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,825,103,100 - 106,99 - 107,58,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,826,103,100 - 106,99 - 107,58,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,827,103,100 - 106,99 - 107,58,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,828,103,100 - 106,99 - 107,58,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,829,103,100 - 106,99 - 107,58,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,830,103,100 - 106,99 - 107,58,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,831,103,100 - 106,99 - 107,58,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,832,104,101 - 107,100 - 108,61,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,833,104,101 - 107,100 - 108,61,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,834,104,101 - 107,100 - 108,61,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,835,104,101 - 107,100 - 108,61,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,836,105,102 - 108,101 - 109,63,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,837,105,102 - 108,101 - 109,63,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,838,105,102 - 108,101 - 109,63,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,839,105,102 - 108,101 - 109,63,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,840,105,102 - 108,101 - 109,63,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,841,105,102 - 108,101 - 109,63,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,842,106,103 - 109,102 - 110,66,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,843,106,103 - 109,102 - 110,66,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,844,106,103 - 109,102 - 110,66,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,845,106,103 - 109,102 - 110,66,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,846,106,103 - 109,102 - 110,66,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,847,106,103 - 109,102 - 110,66,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,848,107,104 - 110,103 - 111,68,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,849,107,104 - 110,103 - 111,68,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,850,107,104 - 110,103 - 111,68,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,851,107,104 - 110,103 - 111,68,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,852,107,104 - 110,103 - 111,68,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,853,107,104 - 110,103 - 111,68,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,854,107,104 - 110,103 - 111,68,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,855,107,104 - 110,103 - 111,68,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,856,108,105 - 111,104 - 112,70,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,857,108,105 - 111,104 - 112,70,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,858,108,105 - 111,104 - 112,70,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,859,108,105 - 111,104 - 112,70,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,860,109,106 - 112,105 - 113,73,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,861,109,106 - 112,105 - 113,73,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,862,109,106 - 112,105 - 113,73,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,863,109,106 - 112,105 - 113,73,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,864,109,106 - 112,105 - 113,73,Average,Low to Moderate Probability of Dyslexia
grade,eddiw,865,110,107 - 113,106 - 114,75,Above Average,Very Low Probability of Dyslexia
grade,eddiw,866,110,107 - 113,106 - 114,75,Above Average,Very Low Probability of Dyslexia
grade,eddiw,867,110,107 - 113,106 - 114,75,Above Average,Very Low Probability of Dyslexia
grade,eddiw,868,110,107 - 113,106 - 114,75,Above Average,Very Low Probability of Dyslexia
grade,eddiw,869,110,107 - 113,106 - 114,75,Above Average,Very Low Probability of Dyslexia
grade,eddiw,870,110,107 - 113,106 - 114,75,Above Average,Very Low Probability of Dyslexia
grade,eddiw,871,110,107 - 113,106 - 114,75,Above Average,Very Low Probability of Dyslexia
grade,eddiw,872,110,107 - 113,106 - 114,75,Above Average,Very Low Probability of Dyslexia
grade,eddiw,873,110,107 - 113,106 - 114,75,Above Average,Very Low Probability of Dyslexia
grade,eddiw,874,110,107 - 113,106 - 114,75,Above Average,Very Low Probability of Dyslexia
grade,eddiw,875,110,107 - 113,106 - 114,75,Above Average,Very Low Probability of Dyslexia
grade,eddiw,876,110,107 - 113,106 - 114,75,Above Average,Very Low Probability of Dyslexia
grade,eddiw,877,112,109 - 115,108 - 116,79,Above Average,Very Low Probability of Dyslexia
grade,eddiw,878,112,109 - 115,108 - 116,79,Above Average,Very Low Probability of Dyslexia
grade,eddiw,879,112,109 - 115,108 - 116,79,Above Average,Very Low Probability of Dyslexia
grade,eddiw,880,112,109 - 115,108 - 116,79,Above Average,Very Low Probability of Dyslexia
grade,eddiw,881,112,109 - 115,108 - 116,79,Above Average,Very Low Probability of Dyslexia
grade,eddiw,882,113,110 - 116,109 - 117,81,Above Average,Very Low Probability of Dyslexia
grade,eddiw,883,113,110 - 116,109 - 117,81,Above Average,Very Low Probability of Dyslexia
grade,eddiw,884,113,110 - 116,109 - 117,81,Above Average,Very Low Probability of Dyslexia
grade,eddiw,885,113,110 - 116,109 - 117,81,Above Average,Very Low Probability of Dyslexia
grade,eddiw,886,113,110 - 116,109 - 117,81,Above Average,Very Low Probability of Dyslexia
grade,eddiw,887,113,110 - 116,109 - 117,81,Above Average,Very Low Probability of Dyslexia
grade,eddiw,888,113,110 - 116,109 - 117,81,Above Average,Very Low Probability of Dyslexia
grade,eddiw,889,114,111 - 117,110 - 118,82,Above Average,Very Low Probability of Dyslexia
grade,eddiw,890,114,111 - 117,110 - 118,82,Above Average,Very Low Probability of Dyslexia
grade,eddiw,891,114,111 - 117,110 - 118,82,Above Average,Very Low Probability of Dyslexia
grade,eddiw,892,114,111 - 117,110 - 118,82,Above Average,Very Low Probability of Dyslexia
grade,eddiw,893,114,111 - 117,110 - 118,82,Above Average,Very Low Probability of Dyslexia
grade,eddiw,894,115,112 - 118,111 - 119,84,Above Average,Very Low Probability of Dyslexia
grade,eddiw,895,115,112 - 118,111 - 119,84,Above Average,Very Low Probability of Dyslexia
grade,eddiw,896,115,112 - 118,111 - 119,84,Above Average,Very Low Probability of Dyslexia
grade,eddiw,897,115,112 - 118,111 - 119,84,Above Average,Very Low Probability of Dyslexia
grade,eddiw,898,115,112 - 118,111 - 119,84,Above Average,Very Low Probability of Dyslexia
grade,eddiw,899,115,112 - 118,111 - 119,84,Above Average,Very Low Probability of Dyslexia
grade,eddiw,900,115,112 - 118,111 - 119,84,Above Average,Very Low Probability of Dyslexia
grade,eddiw,901,115,112 - 118,111 - 119,84,Above Average,Very Low Probability of Dyslexia
grade,eddiw,902,115,112 - 118,111 - 119,84,Above Average,Very Low Probability of Dyslexia
grade,eddiw,903,116,113 - 119,112 - 120,86,Above Average,Very Low Probability of Dyslexia
grade,eddiw,904,116,113 - 119,112 - 120,86,Above Average,Very Low Probability of Dyslexia
grade,eddiw,905,116,113 - 119,112 - 120,86,Above Average,Very Low Probability of Dyslexia
grade,eddiw,906,117,114 - 120,113 - 121,87,Above Average,Very Low Probability of Dyslexia
grade,eddiw,907,117,114 - 120,113 - 121,87,Above Average,Very Low Probability of Dyslexia
grade,eddiw,908,117,114 - 120,113 - 121,87,Above Average,Very Low Probability of Dyslexia
