norm_group,score,raw,ss,CI90,CI95,percentile,desc_range,prob
grade,sp,80,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,81,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,82,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,83,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,84,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,85,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,86,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,87,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,88,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,89,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,90,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,91,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,92,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,93,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,94,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,95,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,96,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,97,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,98,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,99,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,100,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,101,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,102,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,103,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,104,56,50 - 62,49 - 63,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,105,57,51 - 63,50 - 64,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,106,57,51 - 63,50 - 64,0.2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,107,58,52 - 64,51 - 65,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,108,58,52 - 64,51 - 65,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,109,58,52 - 64,51 - 65,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,110,59,53 - 65,52 - 66,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,111,59,53 - 65,52 - 66,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,112,59,53 - 65,52 - 66,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,113,59,53 - 65,52 - 66,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,114,59,53 - 65,52 - 66,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,115,59,53 - 65,52 - 66,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,116,61,55 - 67,54 - 68,0.5,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,117,61,55 - 67,54 - 68,0.5,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,118,61,55 - 67,54 - 68,0.5,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,119,61,55 - 67,54 - 68,0.5,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,120,61,55 - 67,54 - 68,0.5,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,121,63,57 - 69,56 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,122,63,57 - 69,56 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,123,63,57 - 69,56 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,124,64,58 - 70,57 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,125,64,58 - 70,57 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,126,65,59 - 71,58 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,127,65,59 - 71,58 - 72,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,128,66,60 - 72,59 - 73,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,129,66,60 - 72,59 - 73,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,130,66,60 - 72,59 - 73,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,131,67,61 - 73,60 - 74,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,132,67,61 - 73,60 - 74,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,133,68,62 - 74,61 - 75,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,134,68,62 - 74,61 - 75,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,135,69,63 - 75,62 - 76,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,136,69,63 - 75,62 - 76,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,137,69,63 - 75,62 - 76,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,sp,138,70,64 - 76,63 - 77,2,Well Below Average,Very High Probability of Dyslexia
grade,sp,139,70,64 - 76,63 - 77,2,Well Below Average,Very High Probability of Dyslexia
grade,sp,140,71,65 - 77,64 - 78,3,Well Below Average,Very High Probability of Dyslexia
grade,sp,141,71,65 - 77,64 - 78,3,Well Below Average,Very High Probability of Dyslexia
grade,sp,142,71,65 - 77,64 - 78,3,Well Below Average,Very High Probability of Dyslexia
grade,sp,143,72,66 - 78,65 - 79,3,Well Below Average,Very High Probability of Dyslexia
grade,sp,144,72,66 - 78,65 - 79,3,Well Below Average,Very High Probability of Dyslexia
grade,sp,145,73,67 - 79,66 - 80,4,Well Below Average,Very High Probability of Dyslexia
grade,sp,146,73,67 - 79,66 - 80,4,Well Below Average,Very High Probability of Dyslexia
grade,sp,147,74,68 - 80,67 - 81,4,Well Below Average,Very High Probability of Dyslexia
grade,sp,148,74,68 - 80,67 - 81,4,Well Below Average,Very High Probability of Dyslexia
grade,sp,149,74,68 - 80,67 - 81,4,Well Below Average,Very High Probability of Dyslexia
grade,sp,150,75,69 - 81,68 - 82,5,Well Below Average,Very High Probability of Dyslexia
grade,sp,151,75,69 - 81,68 - 82,5,Well Below Average,Very High Probability of Dyslexia
grade,sp,152,76,70 - 82,69 - 83,5,Well Below Average,Very High Probability of Dyslexia
grade,sp,153,76,70 - 82,69 - 83,5,Well Below Average,Very High Probability of Dyslexia
grade,sp,154,77,71 - 83,70 - 84,6,Well Below Average,Very High Probability of Dyslexia
grade,sp,155,77,71 - 83,70 - 84,6,Well Below Average,Very High Probability of Dyslexia
grade,sp,156,78,72 - 84,71 - 85,7,Well Below Average,Very High Probability of Dyslexia
grade,sp,157,78,72 - 84,71 - 85,7,Well Below Average,Very High Probability of Dyslexia
grade,sp,158,79,73 - 85,72 - 86,8,Well Below Average,Very High Probability of Dyslexia
grade,sp,159,79,73 - 85,72 - 86,8,Well Below Average,Very High Probability of Dyslexia
grade,sp,160,79,73 - 85,72 - 86,8,Well Below Average,Very High Probability of Dyslexia
grade,sp,161,80,74 - 86,73 - 87,9,Below Average,High Probability of Dyslexia
grade,sp,162,80,74 - 86,73 - 87,9,Below Average,High Probability of Dyslexia
grade,sp,163,81,75 - 87,74 - 88,10,Below Average,High Probability of Dyslexia
grade,sp,164,81,75 - 87,74 - 88,10,Below Average,High Probability of Dyslexia
grade,sp,165,82,76 - 88,75 - 89,12,Below Average,High Probability of Dyslexia
grade,sp,166,82,76 - 88,75 - 89,12,Below Average,High Probability of Dyslexia
grade,sp,167,83,77 - 89,76 - 90,13,Below Average,High Probability of Dyslexia
grade,sp,168,83,77 - 89,76 - 90,13,Below Average,High Probability of Dyslexia
grade,sp,169,84,78 - 90,77 - 91,14,Below Average,High Probability of Dyslexia
grade,sp,170,84,78 - 90,77 - 91,14,Below Average,High Probability of Dyslexia
grade,sp,171,85,79 - 91,78 - 92,16,Below Average,High Probability of Dyslexia
grade,sp,172,85,79 - 91,78 - 92,16,Below Average,High Probability of Dyslexia
grade,sp,173,86,80 - 92,79 - 93,18,Below Average,High Probability of Dyslexia
grade,sp,174,86,80 - 92,79 - 93,18,Below Average,High Probability of Dyslexia
grade,sp,175,87,81 - 93,80 - 94,19,Below Average,High Probability of Dyslexia
grade,sp,176,87,81 - 93,80 - 94,19,Below Average,High Probability of Dyslexia
grade,sp,177,88,82 - 94,81 - 95,21,Below Average,High Probability of Dyslexia
grade,sp,178,88,82 - 94,81 - 95,21,Below Average,High Probability of Dyslexia
grade,sp,179,89,83 - 95,82 - 96,23,Below Average,High Probability of Dyslexia
grade,sp,180,89,83 - 95,82 - 96,23,Below Average,High Probability of Dyslexia
grade,sp,181,90,84 - 96,83 - 97,25,Average,Low to Moderate Probability of Dyslexia
grade,sp,182,90,84 - 96,83 - 97,25,Average,Low to Moderate Probability of Dyslexia
grade,sp,183,91,85 - 97,84 - 98,27,Average,Low to Moderate Probability of Dyslexia
grade,sp,184,91,85 - 97,84 - 98,27,Average,Low to Moderate Probability of Dyslexia
grade,sp,185,92,86 - 98,85 - 99,30,Average,Low to Moderate Probability of Dyslexia
grade,sp,186,92,86 - 98,85 - 99,30,Average,Low to Moderate Probability of Dyslexia
grade,sp,187,93,87 - 99,86 - 100,32,Average,Low to Moderate Probability of Dyslexia
grade,sp,188,93,87 - 99,86 - 100,32,Average,Low to Moderate Probability of Dyslexia
grade,sp,189,94,88 - 100,87 - 101,34,Average,Low to Moderate Probability of Dyslexia
grade,sp,190,94,88 - 100,87 - 101,34,Average,Low to Moderate Probability of Dyslexia
grade,sp,191,95,89 - 101,88 - 102,37,Average,Low to Moderate Probability of Dyslexia
grade,sp,192,95,89 - 101,88 - 102,37,Average,Low to Moderate Probability of Dyslexia
grade,sp,193,96,90 - 102,89 - 103,39,Average,Low to Moderate Probability of Dyslexia
grade,sp,194,96,90 - 102,89 - 103,39,Average,Low to Moderate Probability of Dyslexia
grade,sp,195,97,91 - 103,90 - 104,42,Average,Low to Moderate Probability of Dyslexia
grade,sp,196,97,91 - 103,90 - 104,42,Average,Low to Moderate Probability of Dyslexia
grade,sp,197,98,92 - 104,91 - 105,45,Average,Low to Moderate Probability of Dyslexia
grade,sp,198,98,92 - 104,91 - 105,45,Average,Low to Moderate Probability of Dyslexia
grade,sp,199,99,93 - 105,92 - 106,47,Average,Low to Moderate Probability of Dyslexia
grade,sp,200,99,93 - 105,92 - 106,47,Average,Low to Moderate Probability of Dyslexia
grade,sp,201,100,94 - 106,93 - 107,50,Average,Low to Moderate Probability of Dyslexia
grade,sp,202,101,95 - 107,94 - 108,53,Average,Low to Moderate Probability of Dyslexia
grade,sp,203,101,95 - 107,94 - 108,53,Average,Low to Moderate Probability of Dyslexia
grade,sp,204,102,96 - 108,95 - 109,55,Average,Low to Moderate Probability of Dyslexia
grade,sp,205,102,96 - 108,95 - 109,55,Average,Low to Moderate Probability of Dyslexia
grade,sp,206,103,97 - 109,96 - 110,58,Average,Low to Moderate Probability of Dyslexia
grade,sp,207,103,97 - 109,96 - 110,58,Average,Low to Moderate Probability of Dyslexia
grade,sp,208,104,98 - 110,97 - 111,61,Average,Low to Moderate Probability of Dyslexia
grade,sp,209,104,98 - 110,97 - 111,61,Average,Low to Moderate Probability of Dyslexia
grade,sp,210,105,99 - 111,98 - 112,63,Average,Low to Moderate Probability of Dyslexia
grade,sp,211,105,99 - 111,98 - 112,63,Average,Low to Moderate Probability of Dyslexia
grade,sp,212,106,100 - 112,99 - 113,66,Average,Low to Moderate Probability of Dyslexia
grade,sp,213,107,101 - 113,100 - 114,68,Average,Low to Moderate Probability of Dyslexia
grade,sp,214,107,101 - 113,100 - 114,68,Average,Low to Moderate Probability of Dyslexia
grade,sp,215,108,102 - 114,101 - 115,70,Average,Low to Moderate Probability of Dyslexia
grade,sp,216,108,102 - 114,101 - 115,70,Average,Low to Moderate Probability of Dyslexia
grade,sp,217,109,103 - 115,102 - 116,73,Average,Low to Moderate Probability of Dyslexia
grade,sp,218,109,103 - 115,102 - 116,73,Average,Low to Moderate Probability of Dyslexia
grade,sp,219,110,104 - 116,103 - 117,75,Above Average,Very Low Probability of Dyslexia
grade,sp,220,111,105 - 117,104 - 118,77,Above Average,Very Low Probability of Dyslexia
grade,sp,221,111,105 - 117,104 - 118,77,Above Average,Very Low Probability of Dyslexia
grade,sp,222,112,106 - 118,105 - 119,79,Above Average,Very Low Probability of Dyslexia
grade,sp,223,112,106 - 118,105 - 119,79,Above Average,Very Low Probability of Dyslexia
grade,sp,224,113,107 - 119,106 - 120,81,Above Average,Very Low Probability of Dyslexia
grade,sp,225,113,107 - 119,106 - 120,81,Above Average,Very Low Probability of Dyslexia
grade,sp,226,114,108 - 120,107 - 121,82,Above Average,Very Low Probability of Dyslexia
grade,sp,227,115,109 - 121,108 - 122,84,Above Average,Very Low Probability of Dyslexia
grade,sp,228,115,109 - 121,108 - 122,84,Above Average,Very Low Probability of Dyslexia
grade,sp,229,116,110 - 122,109 - 123,86,Above Average,Very Low Probability of Dyslexia
grade,sp,230,116,110 - 122,109 - 123,86,Above Average,Very Low Probability of Dyslexia
grade,sp,231,117,111 - 123,110 - 124,87,Above Average,Very Low Probability of Dyslexia
grade,sp,232,118,112 - 124,111 - 125,88,Above Average,Very Low Probability of Dyslexia
grade,sp,233,118,112 - 124,111 - 125,88,Above Average,Very Low Probability of Dyslexia
grade,sp,234,119,113 - 125,112 - 126,90,Above Average,Very Low Probability of Dyslexia
grade,sp,235,119,113 - 125,112 - 126,90,Above Average,Very Low Probability of Dyslexia
grade,sp,236,120,114 - 126,113 - 127,91,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,237,121,115 - 127,114 - 128,92,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,238,121,115 - 127,114 - 128,92,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,239,122,116 - 128,115 - 129,93,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,240,122,116 - 128,115 - 129,93,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,241,123,117 - 129,116 - 130,94,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,242,124,118 - 130,117 - 130,95,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,243,124,118 - 130,117 - 130,95,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,244,125,119 - 130,118 - 130,95,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,245,125,119 - 130,118 - 130,95,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,246,126,120 - 130,119 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,247,127,121 - 130,120 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,248,127,121 - 130,120 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,249,128,122 - 130,121 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,250,129,123 - 130,122 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,251,129,123 - 130,122 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,252,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,253,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,254,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,255,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,256,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,257,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,258,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,259,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,sp,260,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,rfw,80,63,53 - 73,51 - 75,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,rfw,81,63,53 - 73,51 - 75,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,rfw,82,63,53 - 73,51 - 75,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,rfw,83,63,53 - 73,51 - 75,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,rfw,84,63,53 - 73,51 - 75,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,rfw,85,63,53 - 73,51 - 75,1,Significantly Below Average,Extremely High Probability of Dyslexia
